Entry,Message,SignTime_uS
558,"t=22.74,h=35.39,p=1008.52",46322
559,"t=22.74,h=35.39,p=1008.52",46361
560,"t=22.74,h=35.40,p=1008.49",46320
561,"t=22.74,h=35.40,p=1008.49",46320
562,"t=22.74,h=35.41,p=1008.51",46318
563,"t=22.74,h=35.41,p=1008.51",46315
564,"t=22.74,h=35.41,p=1008.49",46324
565,"t=22.74,h=35.41,p=1008.49",46324
566,"t=22.74,h=35.41,p=1008.49",46323
567,"t=22.74,h=35.41,p=1008.49",46320
568,"t=22.74,h=35.40,p=1008.53",46324
569,"t=22.74,h=35.40,p=1008.53",46320
570,"t=22.74,h=35.40,p=1008.53",46322
571,"t=22.74,h=35.40,p=1008.53",46310
572,"t=22.72,h=35.40,p=1008.50",46312
573,"t=22.72,h=35.40,p=1008.50",46320
574,"t=22.73,h=35.40,p=1008.50",46308
575,"t=22.73,h=35.40,p=1008.50",46325
576,"t=22.74,h=35.40,p=1008.50",46324
577,"t=22.74,h=35.40,p=1008.50",46344
578,"t=22.74,h=35.41,p=1008.53",46311
579,"t=22.74,h=35.41,p=1008.53",46323
580,"t=22.74,h=35.41,p=1008.50",46314
581,"t=22.74,h=35.41,p=1008.50",46325
582,"t=22.74,h=35.40,p=1008.50",46323
583,"t=22.74,h=35.40,p=1008.50",46324
584,"t=22.74,h=35.40,p=1008.50",46317
585,"t=22.74,h=35.40,p=1008.49",46362
586,"t=22.74,h=35.40,p=1008.49",46324
587,"t=22.74,h=35.40,p=1008.49",46318
588,"t=22.74,h=35.40,p=1008.49",46320
589,"t=22.74,h=35.42,p=1008.50",46320
590,"t=22.74,h=35.42,p=1008.50",46322
591,"t=22.74,h=35.40,p=1008.50",46314
592,"t=22.74,h=35.40,p=1008.50",46328
593,"t=22.74,h=35.39,p=1008.53",46314
594,"t=22.74,h=35.39,p=1008.53",46325
595,"t=22.74,h=35.37,p=1008.50",46311
596,"t=22.74,h=35.37,p=1008.50",46322
597,"t=22.74,h=35.39,p=1008.49",46313
598,"t=22.74,h=35.39,p=1008.49",46318
599,"t=22.75,h=35.37,p=1008.51",46311
600,"t=22.75,h=35.37,p=1008.51",46311
601,"t=22.74,h=35.38,p=1008.49",46326
602,"t=22.74,h=35.38,p=1008.49",46311
603,"t=22.74,h=35.38,p=1008.49",46324
604,"t=22.74,h=35.38,p=1008.49",46309
605,"t=22.74,h=35.37,p=1008.51",46326
606,"t=22.74,h=35.37,p=1008.51",46316
607,"t=22.75,h=35.36,p=1008.51",46316
608,"t=22.75,h=35.36,p=1008.51",46304
609,"t=22.74,h=35.37,p=1008.51",46326
610,"t=22.74,h=35.37,p=1008.51",46320
611,"t=22.74,h=35.38,p=1008.50",46321
612,"t=22.74,h=35.38,p=1008.50",46312
613,"t=22.74,h=35.39,p=1008.50",46351
614,"t=22.74,h=35.39,p=1008.50",46319
615,"t=22.74,h=35.39,p=1008.47",46313
616,"t=22.74,h=35.39,p=1008.47",46316
617,"t=22.74,h=35.37,p=1008.50",46315
618,"t=22.74,h=35.37,p=1008.50",46321
619,"t=22.74,h=35.37,p=1008.53",46312
620,"t=22.74,h=35.37,p=1008.53",46314
621,"t=22.74,h=35.37,p=1008.51",46317
622,"t=22.74,h=35.37,p=1008.51",46329
623,"t=22.74,h=35.38,p=1008.52",46340
624,"t=22.74,h=35.38,p=1008.52",46328
625,"t=22.74,h=35.38,p=1008.49",46312
626,"t=22.74,h=35.38,p=1008.49",46320
627,"t=22.75,h=35.37,p=1008.51",46309
628,"t=22.75,h=35.37,p=1008.51",46310
629,"t=22.74,h=35.37,p=1008.52",46331
630,"t=22.74,h=35.37,p=1008.52",46313
631,"t=22.75,h=35.37,p=1008.53",46325
632,"t=22.75,h=35.37,p=1008.53",46310
633,"t=22.74,h=35.37,p=1008.51",46329
634,"t=22.74,h=35.37,p=1008.51",46325
635,"t=22.75,h=35.37,p=1008.54",46319
636,"t=22.75,h=35.37,p=1008.54",46321
637,"t=22.75,h=35.37,p=1008.54",46350
638,"t=22.74,h=35.38,p=1008.53",46326
639,"t=22.74,h=35.38,p=1008.53",46320
640,"t=22.74,h=35.34,p=1008.51",46312
641,"t=22.74,h=35.34,p=1008.51",46322
642,"t=22.74,h=35.37,p=1008.52",46323
643,"t=22.74,h=35.37,p=1008.52",46320
644,"t=22.74,h=35.38,p=1008.52",46333
645,"t=22.74,h=35.38,p=1008.52",46331
646,"t=22.74,h=35.37,p=1008.51",46327
647,"t=22.74,h=35.37,p=1008.51",46316
648,"t=22.74,h=35.38,p=1008.51",46329
649,"t=22.74,h=35.38,p=1008.51",46326
650,"t=22.74,h=35.39,p=1008.51",46312
651,"t=22.74,h=35.39,p=1008.51",46320
652,"t=22.74,h=35.37,p=1008.55",46319
653,"t=22.74,h=35.37,p=1008.55",46311
654,"t=22.74,h=35.37,p=1008.52",46323
655,"t=22.74,h=35.37,p=1008.52",46321
656,"t=22.74,h=35.38,p=1008.51",46315
657,"t=22.74,h=35.38,p=1008.51",46332
658,"t=22.74,h=35.38,p=1008.51",46314
659,"t=22.74,h=35.38,p=1008.51",46325
660,"t=22.74,h=35.38,p=1008.52",46366
661,"t=22.74,h=35.38,p=1008.52",46334
662,"t=22.74,h=35.38,p=1008.53",46315
663,"t=22.74,h=35.38,p=1008.53",46322
664,"t=22.74,h=35.38,p=1008.56",46309
665,"t=22.74,h=35.38,p=1008.56",46325
666,"t=22.74,h=35.38,p=1008.50",46313
667,"t=22.74,h=35.38,p=1008.50",46325
668,"t=22.74,h=35.37,p=1008.53",46305
669,"t=22.74,h=35.37,p=1008.53",46318
670,"t=22.74,h=35.39,p=1008.53",46314
671,"t=22.74,h=35.39,p=1008.53",46312
672,"t=22.75,h=35.37,p=1008.52",46319
673,"t=22.75,h=35.37,p=1008.52",46310
674,"t=22.74,h=35.38,p=1008.49",46325
675,"t=22.74,h=35.38,p=1008.49",46312
676,"t=22.74,h=35.37,p=1008.52",46328
677,"t=22.74,h=35.37,p=1008.52",46314
678,"t=22.74,h=35.37,p=1008.51",46330
679,"t=22.74,h=35.37,p=1008.51",46315
680,"t=22.74,h=35.38,p=1008.51",46325
681,"t=22.74,h=35.38,p=1008.51",46317
682,"t=22.75,h=35.37,p=1008.53",46319
683,"t=22.75,h=35.37,p=1008.53",46324
684,"t=22.74,h=35.37,p=1008.52",46311
685,"t=22.74,h=35.37,p=1008.52",46320
686,"t=22.74,h=35.37,p=1008.50",46310
687,"t=22.74,h=35.37,p=1008.50",46321
688,"t=22.74,h=35.38,p=1008.50",46326
689,"t=22.74,h=35.38,p=1008.50",46330
690,"t=22.74,h=35.38,p=1008.50",46315
691,"t=22.74,h=35.38,p=1008.51",46326
692,"t=22.74,h=35.38,p=1008.51",46321
693,"t=22.74,h=35.38,p=1008.50",46323
694,"t=22.74,h=35.38,p=1008.50",46321
695,"t=22.74,h=35.38,p=1008.49",46326
696,"t=22.74,h=35.38,p=1008.49",46312
697,"t=22.75,h=35.36,p=1008.53",46321
698,"t=22.75,h=35.36,p=1008.53",46308
699,"t=22.74,h=35.40,p=1008.51",46313
700,"t=22.74,h=35.40,p=1008.51",46323
701,"t=22.74,h=35.39,p=1008.51",46308
702,"t=22.74,h=35.39,p=1008.51",46322
703,"t=22.74,h=35.38,p=1008.51",46318
704,"t=22.74,h=35.38,p=1008.51",46329
705,"t=22.75,h=35.38,p=1008.51",46310
706,"t=22.75,h=35.38,p=1008.51",46318
707,"t=22.74,h=35.34,p=1008.49",46311
708,"t=22.74,h=35.34,p=1008.49",46319
709,"t=22.74,h=35.36,p=1008.49",46319
710,"t=22.74,h=35.36,p=1008.49",46322
711,"t=22.75,h=35.38,p=1008.51",46314
712,"t=22.75,h=35.38,p=1008.51",46349
713,"t=22.74,h=35.36,p=1008.49",46326
714,"t=22.74,h=35.36,p=1008.49",46314
715,"t=22.74,h=35.37,p=1008.49",46322
716,"t=22.74,h=35.37,p=1008.49",46309
717,"t=22.75,h=35.37,p=1008.49",46317
718,"t=22.75,h=35.37,p=1008.49",46313
719,"t=22.75,h=35.37,p=1008.50",46319
720,"t=22.75,h=35.37,p=1008.50",46315
721,"t=22.74,h=35.38,p=1008.49",46322
722,"t=22.74,h=35.38,p=1008.49",46309
723,"t=22.75,h=35.34,p=1008.53",46324
724,"t=22.75,h=35.34,p=1008.53",46320
725,"t=22.74,h=35.38,p=1008.50",46327
726,"t=22.74,h=35.38,p=1008.50",46311
727,"t=22.74,h=35.38,p=1008.52",46328
728,"t=22.74,h=35.38,p=1008.52",46331
729,"t=22.74,h=35.37,p=1008.51",46323
730,"t=22.74,h=35.37,p=1008.51",46326
731,"t=22.74,h=35.38,p=1008.52",46323
732,"t=22.74,h=35.38,p=1008.52",46335
733,"t=22.75,h=35.37,p=1008.52",46310
734,"t=22.75,h=35.37,p=1008.52",46321
735,"t=22.75,h=35.38,p=1008.52",46313
736,"t=22.75,h=35.38,p=1008.52",46324
737,"t=22.74,h=35.38,p=1008.52",46325
738,"t=22.74,h=35.38,p=1008.52",46334
739,"t=22.74,h=35.38,p=1008.53",46321
740,"t=22.74,h=35.38,p=1008.53",46321
741,"t=22.74,h=35.38,p=1008.53",46315
742,"t=22.75,h=35.38,p=1008.53",46308
743,"t=22.75,h=35.38,p=1008.53",46321
744,"t=22.75,h=35.40,p=1008.51",46312
745,"t=22.75,h=35.40,p=1008.51",46325
746,"t=22.74,h=35.36,p=1008.51",46311
747,"t=22.74,h=35.36,p=1008.51",46322
748,"t=22.74,h=35.40,p=1008.48",46313
749,"t=22.74,h=35.40,p=1008.48",46320
750,"t=22.74,h=35.39,p=1008.52",46317
751,"t=22.74,h=35.39,p=1008.52",46319
752,"t=22.75,h=35.38,p=1008.51",46309
753,"t=22.75,h=35.38,p=1008.51",46323
754,"t=22.75,h=35.37,p=1008.50",46308
755,"t=22.75,h=35.37,p=1008.50",46315
756,"t=22.74,h=35.39,p=1008.50",46320
757,"t=22.74,h=35.39,p=1008.50",46345
758,"t=22.75,h=35.37,p=1008.50",46317
759,"t=22.75,h=35.37,p=1008.50",46311
760,"t=22.75,h=35.36,p=1008.51",46321
761,"t=22.75,h=35.36,p=1008.51",46310
762,"t=22.75,h=35.37,p=1008.53",46323
763,"t=22.75,h=35.37,p=1008.53",46311
764,"t=22.75,h=35.39,p=1008.53",46323
765,"t=22.75,h=35.39,p=1008.53",46312
766,"t=22.74,h=35.40,p=1008.48",46321
767,"t=22.74,h=35.40,p=1008.48",46311
768,"t=22.74,h=35.37,p=1008.51",46325
769,"t=22.74,h=35.37,p=1008.51",46318
770,"t=22.75,h=35.38,p=1008.51",46307
771,"t=22.75,h=35.38,p=1008.51",46325
772,"t=22.74,h=35.38,p=1008.50",46313
773,"t=22.74,h=35.38,p=1008.50",46326
774,"t=22.75,h=35.37,p=1008.50",46310
775,"t=22.75,h=35.37,p=1008.50",46320
776,"t=22.75,h=35.37,p=1008.49",46306
777,"t=22.75,h=35.37,p=1008.49",46316
778,"t=22.75,h=35.38,p=1008.52",46314
779,"t=22.75,h=35.38,p=1008.52",46324
780,"t=22.75,h=35.38,p=1008.50",46324
781,"t=22.75,h=35.38,p=1008.50",46337
782,"t=22.75,h=35.38,p=1008.54",46305
783,"t=22.75,h=35.38,p=1008.54",46310
784,"t=22.75,h=35.38,p=1008.52",46325
785,"t=22.75,h=35.38,p=1008.52",46368
786,"t=22.75,h=35.38,p=1008.52",46320
787,"t=22.75,h=35.38,p=1008.52",46316
788,"t=22.75,h=35.38,p=1008.52",46321
789,"t=22.75,h=35.38,p=1008.52",46313
790,"t=22.75,h=35.39,p=1008.50",46321
791,"t=22.75,h=35.39,p=1008.50",46311
792,"t=22.75,h=35.39,p=1008.51",46332
793,"t=22.75,h=35.37,p=1008.52",46318
794,"t=22.75,h=35.37,p=1008.52",46316
795,"t=22.75,h=35.36,p=1008.50",46312
796,"t=22.75,h=35.36,p=1008.50",46314
797,"t=22.75,h=35.39,p=1008.52",46322
798,"t=22.75,h=35.39,p=1008.52",46316
799,"t=22.75,h=35.38,p=1008.51",46323
800,"t=22.75,h=35.38,p=1008.51",46310
801,"t=22.75,h=35.38,p=1008.54",46322
802,"t=22.75,h=35.38,p=1008.54",46313
803,"t=22.75,h=35.37,p=1008.49",46317
804,"t=22.75,h=35.37,p=1008.49",46307
805,"t=22.75,h=35.39,p=1008.50",46319
806,"t=22.75,h=35.39,p=1008.50",46312
807,"t=22.75,h=35.39,p=1008.51",46327
808,"t=22.75,h=35.39,p=1008.51",46325
809,"t=22.75,h=35.36,p=1008.51",46317
810,"t=22.75,h=35.36,p=1008.51",46307
811,"t=22.75,h=35.38,p=1008.50",46340
812,"t=22.75,h=35.38,p=1008.50",46331
813,"t=22.75,h=35.36,p=1008.52",46313
814,"t=22.75,h=35.36,p=1008.52",46319
815,"t=22.75,h=35.39,p=1008.50",46320
816,"t=22.75,h=35.39,p=1008.50",46306
817,"t=22.75,h=35.37,p=1008.52",46312
818,"t=22.75,h=35.37,p=1008.52",46320
819,"t=22.75,h=35.36,p=1008.50",46308
820,"t=22.75,h=35.36,p=1008.50",46325
821,"t=22.75,h=35.37,p=1008.49",46305
822,"t=22.75,h=35.37,p=1008.49",46319
823,"t=22.75,h=35.37,p=1008.52",46311
824,"t=22.75,h=35.37,p=1008.52",46317
825,"t=22.75,h=35.34,p=1008.53",46315
826,"t=22.75,h=35.34,p=1008.53",46315
827,"t=22.75,h=35.37,p=1008.55",46327
828,"t=22.75,h=35.37,p=1008.55",46311
829,"t=22.75,h=35.37,p=1008.50",46324
830,"t=22.75,h=35.37,p=1008.50",46309
831,"t=22.75,h=35.37,p=1008.52",46318
832,"t=22.75,h=35.37,p=1008.52",46308
833,"t=22.75,h=35.37,p=1008.54",46330
834,"t=22.75,h=35.37,p=1008.54",46325
835,"t=22.75,h=35.37,p=1008.55",46320
836,"t=22.75,h=35.37,p=1008.55",46322
837,"t=22.75,h=35.36,p=1008.51",46318
838,"t=22.75,h=35.36,p=1008.51",46313
839,"t=22.75,h=35.36,p=1008.54",46332
840,"t=22.75,h=35.36,p=1008.54",46315
841,"t=22.75,h=35.36,p=1008.51",46305
842,"t=22.75,h=35.36,p=1008.51",46316
843,"t=22.75,h=35.36,p=1008.53",46312
844,"t=22.75,h=35.36,p=1008.53",46322
845,"t=22.75,h=35.36,p=1008.53",46311
846,"t=22.75,h=35.34,p=1008.52",46322
847,"t=22.75,h=35.34,p=1008.52",46310
848,"t=22.75,h=35.36,p=1008.50",46315
849,"t=22.75,h=35.36,p=1008.50",46306
850,"t=22.74,h=35.36,p=1008.50",46334
851,"t=22.74,h=35.36,p=1008.50",46328
852,"t=22.75,h=35.36,p=1008.53",46318
853,"t=22.75,h=35.36,p=1008.53",46317
854,"t=22.75,h=35.37,p=1008.55",46312
855,"t=22.75,h=35.37,p=1008.55",46327
856,"t=22.75,h=35.34,p=1008.52",46309
857,"t=22.75,h=35.34,p=1008.52",46320
858,"t=22.75,h=35.36,p=1008.50",46305
859,"t=22.75,h=35.36,p=1008.50",46317
860,"t=22.74,h=35.37,p=1008.51",46322
861,"t=22.74,h=35.37,p=1008.51",46331
862,"t=22.75,h=35.38,p=1008.52",46315
863,"t=22.75,h=35.38,p=1008.52",46321
864,"t=22.75,h=35.34,p=1008.53",46315
865,"t=22.75,h=35.34,p=1008.53",46324
866,"t=22.75,h=35.36,p=1008.51",46311
867,"t=22.75,h=35.36,p=1008.51",46325
868,"t=22.75,h=35.33,p=1008.51",46313
869,"t=22.75,h=35.33,p=1008.51",46306
870,"t=22.75,h=35.35,p=1008.51",46316
871,"t=22.75,h=35.35,p=1008.51",46316
872,"t=22.75,h=35.32,p=1008.51",46331
873,"t=22.75,h=35.32,p=1008.51",46318
874,"t=22.75,h=35.33,p=1008.51",46311
875,"t=22.75,h=35.33,p=1008.51",46308
876,"t=22.74,h=35.37,p=1008.50",46316
877,"t=22.74,h=35.37,p=1008.50",46314
878,"t=22.75,h=35.34,p=1008.49",46324
879,"t=22.75,h=35.34,p=1008.49",46314
880,"t=22.75,h=35.34,p=1008.51",46320
881,"t=22.75,h=35.34,p=1008.51",46317
882,"t=22.75,h=35.34,p=1008.48",46332
883,"t=22.75,h=35.34,p=1008.48",46329
884,"t=22.75,h=35.34,p=1008.51",46314
885,"t=22.75,h=35.34,p=1008.51",46323
886,"t=22.75,h=35.36,p=1008.52",46308
887,"t=22.75,h=35.36,p=1008.52",46319
888,"t=22.75,h=35.36,p=1008.53",46309
889,"t=22.75,h=35.36,p=1008.53",46320
890,"t=22.75,h=35.34,p=1008.52",46312
891,"t=22.75,h=35.34,p=1008.52",46319
892,"t=22.75,h=35.36,p=1008.53",46324
893,"t=22.75,h=35.36,p=1008.53",46321
894,"t=22.75,h=35.34,p=1008.52",46312
895,"t=22.75,h=35.34,p=1008.52",46323
896,"t=22.75,h=35.34,p=1008.52",46308
897,"t=22.75,h=35.36,p=1008.52",46314
898,"t=22.75,h=35.36,p=1008.52",46317
899,"t=22.75,h=35.33,p=1008.52",46318
900,"t=22.75,h=35.33,p=1008.52",46321
901,"t=22.75,h=35.34,p=1008.53",46318
902,"t=22.75,h=35.34,p=1008.53",46325
903,"t=22.75,h=35.32,p=1008.50",46307
904,"t=22.75,h=35.32,p=1008.50",46319
905,"t=22.75,h=35.34,p=1008.51",46314
906,"t=22.75,h=35.34,p=1008.51",46325
907,"t=22.75,h=35.34,p=1008.51",46313
908,"t=22.75,h=35.34,p=1008.51",46321
909,"t=22.75,h=35.36,p=1008.50",46306
910,"t=22.75,h=35.36,p=1008.50",46314
911,"t=22.75,h=35.32,p=1008.52",46326
912,"t=22.75,h=35.32,p=1008.52",46359
913,"t=22.75,h=35.33,p=1008.51",46324
914,"t=22.75,h=35.33,p=1008.51",46308
915,"t=22.75,h=35.33,p=1008.53",46325
916,"t=22.75,h=35.33,p=1008.53",46314
917,"t=22.75,h=35.33,p=1008.53",46324
918,"t=22.75,h=35.33,p=1008.53",46321
919,"t=22.75,h=35.34,p=1008.52",46321
920,"t=22.75,h=35.34,p=1008.52",46314
921,"t=22.75,h=35.34,p=1008.52",46320
922,"t=22.75,h=35.34,p=1008.52",46312
923,"t=22.75,h=35.34,p=1008.51",46323
924,"t=22.75,h=35.34,p=1008.51",46310
925,"t=22.74,h=35.33,p=1008.50",46313
926,"t=22.74,h=35.33,p=1008.50",46321
927,"t=22.75,h=35.34,p=1008.54",46321
928,"t=22.75,h=35.34,p=1008.54",46323
929,"t=22.75,h=35.32,p=1008.52",46318
930,"t=22.75,h=35.32,p=1008.52",46322
931,"t=22.75,h=35.33,p=1008.52",46312
932,"t=22.75,h=35.33,p=1008.52",46323
933,"t=22.75,h=35.33,p=1008.50",46309
934,"t=22.75,h=35.33,p=1008.50",46324
935,"t=22.75,h=35.33,p=1008.48",46310
936,"t=22.75,h=35.33,p=1008.48",46321
937,"t=22.75,h=35.33,p=1008.49",46314
938,"t=22.75,h=35.33,p=1008.49",46320
939,"t=22.75,h=35.33,p=1008.48",46321
940,"t=22.75,h=35.33,p=1008.48",46309
941,"t=22.75,h=35.33,p=1008.52",46310
942,"t=22.75,h=35.33,p=1008.52",46313
943,"t=22.75,h=35.32,p=1008.52",46328
944,"t=22.75,h=35.32,p=1008.52",46313
945,"t=22.75,h=35.32,p=1008.52",46327
946,"t=22.75,h=35.32,p=1008.52",46314
947,"t=22.75,h=35.32,p=1008.52",46324
948,"t=22.75,h=35.31,p=1008.51",46311
949,"t=22.75,h=35.31,p=1008.51",46321
950,"t=22.75,h=35.32,p=1008.50",46310
951,"t=22.75,h=35.32,p=1008.50",46317
952,"t=22.75,h=35.32,p=1008.47",46333
953,"t=22.75,h=35.32,p=1008.47",46318
954,"t=22.75,h=35.32,p=1008.50",46343
955,"t=22.75,h=35.32,p=1008.50",46318
956,"t=22.75,h=35.31,p=1008.50",46311
957,"t=22.75,h=35.31,p=1008.50",46311
958,"t=22.75,h=35.32,p=1008.51",46328
959,"t=22.75,h=35.32,p=1008.51",46322
960,"t=22.75,h=35.32,p=1008.49",46319
961,"t=22.75,h=35.32,p=1008.49",46311
962,"t=22.75,h=35.29,p=1008.50",46319
963,"t=22.75,h=35.29,p=1008.50",46313
964,"t=22.75,h=35.32,p=1008.51",46327
965,"t=22.75,h=35.32,p=1008.51",46318
966,"t=22.75,h=35.31,p=1008.52",46321
967,"t=22.75,h=35.31,p=1008.52",46325
968,"t=22.75,h=35.34,p=1008.50",46314
969,"t=22.75,h=35.34,p=1008.50",46317
970,"t=22.75,h=35.32,p=1008.51",46325
971,"t=22.75,h=35.32,p=1008.51",46327
972,"t=22.75,h=35.30,p=1008.52",46314
973,"t=22.75,h=35.30,p=1008.52",46324
974,"t=22.75,h=35.31,p=1008.50",46314
975,"t=22.75,h=35.31,p=1008.50",46323
976,"t=22.75,h=35.31,p=1008.48",46316
977,"t=22.75,h=35.31,p=1008.48",46328
978,"t=22.75,h=35.31,p=1008.49",46318
979,"t=22.75,h=35.31,p=1008.49",46308
980,"t=22.75,h=35.31,p=1008.51",46327
981,"t=22.75,h=35.31,p=1008.51",46311
982,"t=22.75,h=35.31,p=1008.52",46331
983,"t=22.75,h=35.31,p=1008.52",46314
984,"t=22.75,h=35.31,p=1008.51",46324
985,"t=22.75,h=35.31,p=1008.51",46314
986,"t=22.75,h=35.31,p=1008.51",46322
987,"t=22.75,h=35.31,p=1008.51",46317
988,"t=22.75,h=35.31,p=1008.50",46320
989,"t=22.75,h=35.31,p=1008.50",46315
990,"t=22.75,h=35.31,p=1008.52",46325
991,"t=22.75,h=35.31,p=1008.52",46319
992,"t=22.75,h=35.31,p=1008.51",46322
993,"t=22.75,h=35.31,p=1008.51",46311
994,"t=22.75,h=35.32,p=1008.49",46309
995,"t=22.75,h=35.32,p=1008.49",46317
996,"t=22.75,h=35.31,p=1008.48",46320
997,"t=22.75,h=35.31,p=1008.48",46329
998,"t=22.75,h=35.31,p=1008.46",46310
999,"t=22.75,h=35.31,p=1008.46",46315
1000,"t=22.75,h=35.31,p=1008.46",46311
1001,"t=22.73,h=35.33,p=1008.45",46319
1002,"t=22.73,h=35.33,p=1008.45",46311
1003,"t=22.75,h=35.31,p=1008.48",46330
1004,"t=22.75,h=35.31,p=1008.48",46328
1005,"t=22.75,h=35.29,p=1008.49",46316
1006,"t=22.75,h=35.29,p=1008.49",46316
1007,"t=22.76,h=35.30,p=1008.48",46322
1008,"t=22.76,h=35.30,p=1008.48",46316
1009,"t=22.76,h=35.31,p=1008.51",46321
1010,"t=22.76,h=35.31,p=1008.51",46324
1011,"t=22.75,h=35.31,p=1008.49",46312
1012,"t=22.75,h=35.31,p=1008.49",46323
1013,"t=22.75,h=35.31,p=1008.49",46307
1014,"t=22.75,h=35.31,p=1008.49",46322
1015,"t=22.75,h=35.31,p=1008.51",46312
1016,"t=22.75,h=35.31,p=1008.51",46322
1017,"t=22.75,h=35.31,p=1008.50",46311
1018,"t=22.75,h=35.31,p=1008.50",46330
1019,"t=22.75,h=35.30,p=1008.49",46328
1020,"t=22.75,h=35.30,p=1008.49",46325
1021,"t=22.75,h=35.30,p=1008.47",46316
1022,"t=22.75,h=35.30,p=1008.47",46343
1023,"t=22.75,h=35.33,p=1008.51",46309
1024,"t=22.75,h=35.33,p=1008.51",46309
1025,"t=22.76,h=35.33,p=1008.52",46324
1026,"t=22.76,h=35.33,p=1008.52",46317
1027,"t=22.76,h=35.31,p=1008.50",46324
1028,"t=22.76,h=35.31,p=1008.50",46323
1029,"t=22.76,h=35.31,p=1008.51",46315
1030,"t=22.76,h=35.31,p=1008.51",46311
1031,"t=22.76,h=35.30,p=1008.50",46325
1032,"t=22.76,h=35.30,p=1008.50",46319
1033,"t=22.76,h=35.31,p=1008.51",46319
1034,"t=22.76,h=35.31,p=1008.51",46313
1035,"t=22.75,h=35.31,p=1008.52",46333
1036,"t=22.75,h=35.31,p=1008.52",46325
1037,"t=22.75,h=35.31,p=1008.53",46327
1038,"t=22.75,h=35.31,p=1008.53",46323
1039,"t=22.76,h=35.30,p=1008.52",46352
1040,"t=22.76,h=35.30,p=1008.52",46324
1041,"t=22.75,h=35.30,p=1008.49",46318
1042,"t=22.75,h=35.30,p=1008.49",46330
1043,"t=22.75,h=35.30,p=1008.51",46314
1044,"t=22.75,h=35.30,p=1008.51",46324
1045,"t=22.75,h=35.30,p=1008.51",46315
1046,"t=22.75,h=35.30,p=1008.51",46322
1047,"t=22.75,h=35.31,p=1008.49",46313
1048,"t=22.75,h=35.31,p=1008.49",46326
1049,"t=22.75,h=35.31,p=1008.49",46314
1050,"t=22.75,h=35.31,p=1008.49",46309
1051,"t=22.75,h=35.31,p=1008.49",46319
1052,"t=22.76,h=35.32,p=1008.52",46311
1053,"t=22.76,h=35.32,p=1008.52",46319
1054,"t=22.75,h=35.31,p=1008.52",46321
1055,"t=22.75,h=35.31,p=1008.52",46326
1056,"t=22.76,h=35.32,p=1008.49",46314
1057,"t=22.76,h=35.32,p=1008.49",46318
1058,"t=22.75,h=35.32,p=1008.52",46318
1059,"t=22.75,h=35.32,p=1008.52",46322
1060,"t=22.75,h=35.32,p=1008.50",46309
1061,"t=22.75,h=35.32,p=1008.50",46320
1062,"t=22.75,h=35.33,p=1008.51",46309
1063,"t=22.75,h=35.33,p=1008.51",46320
1064,"t=22.75,h=35.32,p=1008.48",46312
1065,"t=22.75,h=35.32,p=1008.48",46365
1066,"t=22.76,h=35.32,p=1008.49",46332
1067,"t=22.76,h=35.32,p=1008.49",46308
1068,"t=22.76,h=35.31,p=1008.51",46316
1069,"t=22.76,h=35.31,p=1008.51",46336
1070,"t=22.76,h=35.30,p=1008.51",46315
1071,"t=22.76,h=35.30,p=1008.51",46309
1072,"t=22.76,h=35.32,p=1008.48",46317
1073,"t=22.76,h=35.32,p=1008.48",46311
1074,"t=22.75,h=35.32,p=1008.47",46323
1075,"t=22.75,h=35.32,p=1008.47",46313
1076,"t=22.76,h=35.33,p=1008.51",46321
1077,"t=22.76,h=35.33,p=1008.51",46318
1078,"t=22.75,h=35.32,p=1008.51",46320
1079,"t=22.75,h=35.32,p=1008.51",46317
1080,"t=22.76,h=35.31,p=1008.49",46313
1081,"t=22.76,h=35.31,p=1008.49",46322
1082,"t=22.75,h=35.29,p=1008.49",46319
1083,"t=22.75,h=35.29,p=1008.49",46323
1084,"t=22.76,h=35.32,p=1008.50",46311
1085,"t=22.76,h=35.32,p=1008.50",46325
1086,"t=22.76,h=35.33,p=1008.52",46313
1087,"t=22.76,h=35.33,p=1008.52",46326
1088,"t=22.76,h=35.33,p=1008.49",46321
1089,"t=22.76,h=35.33,p=1008.49",46329
1090,"t=22.75,h=35.32,p=1008.48",46312
1091,"t=22.75,h=35.32,p=1008.48",46320
1092,"t=22.75,h=35.32,p=1008.47",46316
1093,"t=22.75,h=35.32,p=1008.47",46361
1094,"t=22.76,h=35.32,p=1008.50",46329
1095,"t=22.76,h=35.32,p=1008.50",46309
1096,"t=22.76,h=35.32,p=1008.51",46328
1097,"t=22.76,h=35.32,p=1008.51",46325
1098,"t=22.75,h=35.32,p=1008.50",46315
1099,"t=22.75,h=35.32,p=1008.50",46310
1100,"t=22.75,h=35.32,p=1008.48",46321
1101,"t=22.75,h=35.32,p=1008.48",46316
1102,"t=22.75,h=35.32,p=1008.48",46324
1103,"t=22.75,h=35.32,p=1008.52",46312
1104,"t=22.75,h=35.32,p=1008.52",46327
1105,"t=22.76,h=35.32,p=1008.50",46310
1106,"t=22.76,h=35.32,p=1008.50",46325
1107,"t=22.75,h=35.32,p=1008.49",46316
1108,"t=22.75,h=35.32,p=1008.49",46311
1109,"t=22.76,h=35.32,p=1008.47",46311
1110,"t=22.76,h=35.32,p=1008.47",46318
1111,"t=22.76,h=35.31,p=1008.49",46319
